search_term	match_term	match_type	gene	drug	interaction_types	sources	pmids
ETOPOSIDE	ETOPOSIDE	Definite	GSTP1	ETOPOSIDE	""	PharmGKB	12969965
ETOPOSIDE	ETOPOSIDE	Definite	ABCC1	ETOPOSIDE	""	NCI	9472114|7671247
ETOPOSIDE	ETOPOSIDE	Definite	SLCO1B1	ETOPOSIDE	""	PharmGKB	26663398
ETOPOSIDE	ETOPOSIDE	Definite	CYP1A2	ETOPOSIDE	""	DTC	22931300
ETOPOSIDE	ETOPOSIDE	Definite	ATM	ETOPOSIDE	""	DTC	22364746
ETOPOSIDE	ETOPOSIDE	Definite	ERCC1	ETOPOSIDE	""	PharmGKB	""
ETOPOSIDE	ETOPOSIDE	Definite	TOP2B	ETOPOSIDE	inhibitor	DTC|ChemblInteractions|TTD	17578914|16309315|25945730|26264845|22364746
ETOPOSIDE	ETOPOSIDE	Definite	KLK3	ETOPOSIDE	""	NCI	11391599
ETOPOSIDE	ETOPOSIDE	Definite	AFP	ETOPOSIDE	""	NCI	1382827|2427033
ETOPOSIDE	ETOPOSIDE	Definite	DYNC2H1	ETOPOSIDE	""	PharmGKB	21118971
ETOPOSIDE	ETOPOSIDE	Definite	ITGAL	ETOPOSIDE	""	NCI	9389690
ETOPOSIDE	ETOPOSIDE	Definite	EGFR	ETOPOSIDE	""	JAX-CKB	27216155
ETOPOSIDE	ETOPOSIDE	Definite	ABCB1	ETOPOSIDE	""	PharmGKB	12969965
ETOPOSIDE	ETOPOSIDE	Definite	IGF2	ETOPOSIDE	""	NCI	15019164
ETOPOSIDE	ETOPOSIDE	Definite	UGT1A10	ETOPOSIDE	""	NCI	12695347
ETOPOSIDE	ETOPOSIDE	Definite	CYP2C9	ETOPOSIDE	""	DTC	22931300
ETOPOSIDE	ETOPOSIDE	Definite	SLIT1	ETOPOSIDE	""	PharmGKB	""
ETOPOSIDE	ETOPOSIDE	Definite	CYP2D6	ETOPOSIDE	""	DTC	22931300
ETOPOSIDE	ETOPOSIDE	Definite	GDF15	ETOPOSIDE	""	NCI	10618379
ETOPOSIDE	ETOPOSIDE	Definite	PLA2G1B	ETOPOSIDE	""	NCI	9716508
ETOPOSIDE	ETOPOSIDE	Definite	GSTT1	ETOPOSIDE	""	PharmGKB	""
ETOPOSIDE	ETOPOSIDE	Definite	FGFR1	ETOPOSIDE	""	JAX-CKB	23536011
ETOPOSIDE	ETOPOSIDE	Definite	TP53	ETOPOSIDE	""	JAX-CKB|CIViC	25964101|14514923|24065105
ETOPOSIDE	ETOPOSIDE	Definite	GMNN	ETOPOSIDE	""	DTC	""
ETOPOSIDE	ETOPOSIDE	Definite	BTF3P11	ETOPOSIDE	""	NCI	11459812
ETOPOSIDE	ETOPOSIDE	Definite	CHEK1	ETOPOSIDE	""	DTC	22364746
ETOPOSIDE	ETOPOSIDE	Definite	E2F1	ETOPOSIDE	""	NCI	9766655|16849574
ETOPOSIDE	ETOPOSIDE	Definite	UGT1A1	ETOPOSIDE	""	PharmGKB	19364970|19852077|18349289|12181437|17058217|12969965|1651156|18466101|14647407|20562211|19390945|25055799|17728214|12019197|10381366|11037804
ETOPOSIDE	ETOPOSIDE	Definite	NCOA3	ETOPOSIDE	""	DTC	""
ETOPOSIDE	ETOPOSIDE	Definite	MAPK1	ETOPOSIDE	""	DTC	23999041
ETOPOSIDE	ETOPOSIDE	Definite	TNFSF13B	ETOPOSIDE	""	NCI	12644023
ETOPOSIDE	ETOPOSIDE	Definite	DDIT3	ETOPOSIDE	""	NCI	9044846
ETOPOSIDE	ETOPOSIDE	Definite	BCL2	ETOPOSIDE	""	NCI	11350408|14977850
ETOPOSIDE	ETOPOSIDE	Definite	ACTR2	ETOPOSIDE	""	NCI	15900709
ETOPOSIDE	ETOPOSIDE	Definite	PLA2G6	ETOPOSIDE	""	PharmGKB	24444404
ETOPOSIDE	ETOPOSIDE	Definite	TGFB1	ETOPOSIDE	""	NCI	16002781
ETOPOSIDE	ETOPOSIDE	Definite	TYMS	ETOPOSIDE	""	PharmGKB	""
ETOPOSIDE	ETOPOSIDE	Definite	PAPOLA	ETOPOSIDE	""	NCI	15503822
ETOPOSIDE	ETOPOSIDE	Definite	TYMSOS	ETOPOSIDE	""	PharmGKB	""
ETOPOSIDE	ETOPOSIDE	Definite	ERCC2	ETOPOSIDE	""	PharmGKB	""
ETOPOSIDE	ETOPOSIDE	Definite	MUC16	ETOPOSIDE	""	NCI	1988893
MK-2206	MK-2206	Definite	KRAS	MK-2206	""	JAX-CKB	26676756|25931518|26725216|22025163|27480147
MK-2206	MK-2206	Definite	AKT3	MK-2206	inhibitor|allosteric modulator	TdgClinicalTrial|ClearityFoundationClinicalTrial|ChemblInteractions|MyCancerGenomeClinicalTrial|TTD	""
MK-2206	MK-2206	Definite	BRAF	MK-2206	""	JAX-CKB	24265152
MK-2206	MK-2206	Definite	AKT1	MK-2206	inhibitory allosteric modulator|allosteric modulator|inhibitor	TALC|ClearityFoundationBiomarkers|MyCancerGenome|TdgClinicalTrial|ClearityFoundationClinicalTrial|JAX-CKB|ChemblInteractions|CancerCommons|MyCancerGenomeClinicalTrial	24265152|25551293
MK-2206	MK-2206	Definite	EGFR	MK-2206	""	JAX-CKB	26106072
MK-2206	MK-2206	Definite	NRAS	MK-2206	""	JAX-CKB	21289267
MK-2206	MK-2206	Definite	EZH2	MK-2206	""	JAX-CKB	26676756
MK-2206	MK-2206	Definite	HRAS	MK-2206	""	JAX-CKB	21289267
MK-2206	MK-2206	Definite	AKT2	MK-2206	allosteric modulator|inhibitor	TdgClinicalTrial|ClearityFoundationClinicalTrial|ChemblInteractions|MyCancerGenomeClinicalTrial	""
MK-2206	MK-2206	Definite	UBE2T	MK-2206	""	TTD	""
MK-2206	MK-2206	Definite	MPL	MK-2206	""	JAX-CKB	23748344
MK-2206	MK-2206	Definite	KIT	MK-2206	""	JAX-CKB	27370604
MK-2206	MK-2206	Definite	SMAD3	MK-2206	""	DTC	""
MK-2206	MK-2206	Definite	ERBB2	MK-2206	""	JAX-CKB	2013|26104654|27026198|2605
MK-2206	MK-2206	Definite	PTEN	MK-2206	""	JAX-CKB	28178345|26187616|24265152|22025163|21289267
MK-2206	MK-2206	Definite	AR	MK-2206	""	DTC	""
MK-2206	MK-2206	Definite	PIK3CA	MK-2206	""	JAX-CKB	26187616|26627007|26084990|21289267|22932669
REFAMETINIB	REFAMETINIB	Definite	MAP2K2	REFAMETINIB	allosteric modulator|inhibitor	MyCancerGenome|ChemblInteractions	""
REFAMETINIB	REFAMETINIB	Definite	MAP2K1	REFAMETINIB	inhibitor|allosteric modulator	MyCancerGenome|JAX-CKB|ChemblInteractions|CancerCommons	26582713
REFAMETINIB	REFAMETINIB	Definite	GNAQ	REFAMETINIB	""	JAX-CKB	23434733
REFAMETINIB	REFAMETINIB	Definite	PTEN	REFAMETINIB	""	JAX-CKB	23434733
REFAMETINIB	REFAMETINIB	Definite	PTPN11	REFAMETINIB	""	JAX-CKB	""
REFAMETINIB	REFAMETINIB	Definite	KRAS	REFAMETINIB	""	JAX-CKB	26582713|27975152|25294897
REFAMETINIB	REFAMETINIB	Definite	BRAF	REFAMETINIB	""	JAX-CKB	19706763
GSK1070916	GSK-1070916	Definite	AURKB	GSK-1070916	inhibitor	TALC|MyCancerGenome|ChemblInteractions|TTD	""
GSK1070916	GSK-1070916	Definite	AURKC	GSK-1070916	inhibitor	TALC|MyCancerGenome|ChemblInteractions|TTD	""
TIPIFARNIB	TIPIFARNIB	Definite	FNTB	TIPIFARNIB	inhibitor	TdgClinicalTrial|ChemblInteractions	15805288
TIPIFARNIB	TIPIFARNIB	Definite	FNTA	TIPIFARNIB	inhibitor	MyCancerGenome|TdgClinicalTrial|ChemblInteractions	""
TIPIFARNIB	TIPIFARNIB	Definite	HRAS	TIPIFARNIB	""	OncoKB	""
TIPIFARNIB	TIPIFARNIB	Definite	ABCB1	TIPIFARNIB	""	PharmGKB	15122075
TIPIFARNIB	TIPIFARNIB	Definite	FDPS	TIPIFARNIB	""	TTD	""
BLEOMYCIN	BLEOMYCIN	Ambiguous	NFE2L2	BLEOMYCIN	""	NCI	15208274
BLEOMYCIN	BLEOMYCIN	Ambiguous	ERCC2	BLEOMYCIN	""	PharmGKB	""
BLEOMYCIN	BLEOMYCIN	Ambiguous	ABCB1	BLEOMYCIN	""	PharmGKB	25637052
BLEOMYCIN	BLEOMYCIN	Ambiguous	GJA1	BLEOMYCIN	""	NCI	16600115
BLEOMYCIN	BLEOMYCIN	Ambiguous	AFP	BLEOMYCIN	""	NCI	10226829
BLEOMYCIN	BLEOMYCIN	Ambiguous	CYP3A4	BLEOMYCIN	""	PharmGKB	""
BLEOMYCIN	BLEOMYCIN	Ambiguous	IFNG	BLEOMYCIN	""	NCI	8556994
BLEOMYCIN	BLEOMYCIN	Ambiguous	CTLA4	BLEOMYCIN	""	NCI	11489978
BLEOMYCIN	BLEOMYCIN	Ambiguous	CCL17	BLEOMYCIN	""	NCI	15383605
BLEOMYCIN	BLEOMYCIN	Ambiguous	F2R	BLEOMYCIN	""	NCI	15855637
BLEOMYCIN	BLEOMYCIN	Ambiguous	WRN	BLEOMYCIN	""	NCI	15149862
BLEOMYCIN	BLEOMYCIN	Ambiguous	SMAD2	BLEOMYCIN	""	NCI	17274978
BLEOMYCIN	BLEOMYCIN	Ambiguous	LIG1	BLEOMYCIN	inhibitor	TdgClinicalTrial|TEND	17202402
BLEOMYCIN	BLEOMYCIN	Ambiguous	ADK	BLEOMYCIN	""	NCI	6317371
BLEOMYCIN	BLEOMYCIN	Ambiguous	BRCA1	BLEOMYCIN	""	NCI	14559807
BLEOMYCIN	BLEOMYCIN	Ambiguous	MAPK8	BLEOMYCIN	""	NCI	16148050
BLEOMYCIN	BLEOMYCIN	Ambiguous	ERCC1	BLEOMYCIN	""	PharmGKB	""
BLEOMYCIN	BLEOMYCIN	Ambiguous	GSTP1	BLEOMYCIN	""	PharmGKB	""
BLEOMYCIN	BLEOMYCIN	Ambiguous	GSTM1	BLEOMYCIN	""	PharmGKB	23323945
BLEOMYCIN	BLEOMYCIN	Ambiguous	PLAU	BLEOMYCIN	""	NCI	16224526
BLEOMYCIN	BLEOMYCIN	Ambiguous	SMAD2	BLEOMYCIN	""	NCI	17274978
BOSUTINIB	BOSUTINIB	Definite	ABL1	BOSUTINIB	inhibitor	MyCancerGenome|TdgClinicalTrial|ChemblInteractions|DoCM|COSMIC|PharmGKB|TTD|FDA|OncoKB	14745431|15256422|23676790|11853795|20697894|12623848|19466505|20367437|17114651|18828913|15381060|21895409|21489624|11964322|24456693|18615627|25157968|14559829|21605905|21562040|21505103|19652056|12399961
BOSUTINIB	BOSUTINIB	Definite	HCK	BOSUTINIB	inhibitor	ChemblInteractions	""
BOSUTINIB	BOSUTINIB	Definite	SRC	BOSUTINIB	inhibitor	TALC|TdgClinicalTrial|JAX-CKB|ChemblInteractions|TTD	27196758
BOSUTINIB	BOSUTINIB	Definite	BCR	BOSUTINIB	inhibitor	PharmGKB|FDA	""
BOSUTINIB	BOSUTINIB	Definite	EGFR	BOSUTINIB	""	JAX-CKB	28416483
BOSUTINIB	BOSUTINIB	Definite	LYN	BOSUTINIB	inhibitor	ChemblInteractions	""
PALBOCICLIB	PALBOCICLIB	Definite	CDK6	PALBOCICLIB	inhibitor	MyCancerGenome|ChemblInteractions|CancerCommons|MyCancerGenomeClinicalTrial	28203301|15542782
PALBOCICLIB	PALBOCICLIB	Definite	ESR1	PALBOCICLIB	""	CIViC|PharmGKB|FDA	25524798
PALBOCICLIB	PALBOCICLIB	Definite	CDKN2A	PALBOCICLIB	""	JAX-CKB|CIViC|OncoKB	26715889|21278246|22711607|27488531|21871868|24495407|20952405|22983396|26528855|25156567|26380006|26183925|23898052
PALBOCICLIB	PALBOCICLIB	Definite	CDK4	PALBOCICLIB	inhibitor	DTC|MyCancerGenome|ChemblInteractions|CIViC|CancerCommons|MyCancerGenomeClinicalTrial|OncoKB	28203301|25810375|23569312|27124835|26528855|23898052|24417566|15542782
PALBOCICLIB	PALBOCICLIB	Definite	MET	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	PIK3CA	PALBOCICLIB	""	JAX-CKB|CIViC	27020857|25002028|26369631
PALBOCICLIB	PALBOCICLIB	Definite	LRRK2	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	CDK5	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	ERBB2	PALBOCICLIB	""	JAX-CKB|PharmGKB|FDA	27020857|19874578|25221644
PALBOCICLIB	PALBOCICLIB	Definite	CLK4	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	PGR	PALBOCICLIB	""	PharmGKB	""
PALBOCICLIB	PALBOCICLIB	Definite	CCND1	PALBOCICLIB	inhibitor	DTC|ChemblInteractions	24417566
PALBOCICLIB	PALBOCICLIB	Definite	MAP4K5	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	MAPK8	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	CDKN2B	PALBOCICLIB	""	CIViC	23898052
PALBOCICLIB	PALBOCICLIB	Definite	MAP4K2	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	PRKX	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	FLT3	PALBOCICLIB	""	JAX-CKB	27099147
PALBOCICLIB	PALBOCICLIB	Definite	CHEK1	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	CCNE1	PALBOCICLIB	""	CIViC	25557169|27020857|30807234
PALBOCICLIB	PALBOCICLIB	Definite	DYRK1B	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	NRAS	PALBOCICLIB	""	JAX-CKB	27488531|22983396
PALBOCICLIB	PALBOCICLIB	Definite	RB1	PALBOCICLIB	""	JAX-CKB|CIViC	27012813|29236940|22711607|20473330|27020857|26649278|27488531|20354191
PALBOCICLIB	PALBOCICLIB	Definite	CCND3	PALBOCICLIB	""	CIViC	23079656
PALBOCICLIB	PALBOCICLIB	Definite	ALK	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	PRKAA1	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	ROCK2	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	RPS6KA3	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	CLK2	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	MAP4K4	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	RET	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	BRAF	PALBOCICLIB	""	JAX-CKB	27488531|26369631
PALBOCICLIB	PALBOCICLIB	Definite	MAPK9	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	PRKD3	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	KRAS	PALBOCICLIB	""	JAX-CKB|CIViC	1291017|26658964|26369631|27167191
PALBOCICLIB	PALBOCICLIB	Definite	PAK4	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	CDK9	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	DYRK1A	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	ESR2	PALBOCICLIB	""	PharmGKB	""
PALBOCICLIB	PALBOCICLIB	Definite	NEK2	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	MST1R	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	PTEN	PALBOCICLIB	""	JAX-CKB	27020857
PALBOCICLIB	PALBOCICLIB	Definite	SMARCB1	PALBOCICLIB	""	JAX-CKB	21871868
PALBOCICLIB	PALBOCICLIB	Definite	DAPK3	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	TAOK1	PALBOCICLIB	""	DTC	""
PALBOCICLIB	PALBOCICLIB	Definite	SMARCA4	PALBOCICLIB	""	CIViC	30718512|30718506
PF-562271	PF-00562271	Definite	FRK	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	DAPK3	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	ALK	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CDK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	ROS1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CSNK1G1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MARK4	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	ROCK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PRKD3	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	BLK	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CLK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	HIPK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	JAK3	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	AXL	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	FGFR3	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MINK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MAP4K4	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	SGK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CDC42BPA	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	BTK	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	KDR	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CDK5	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	RPS6KA3	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CLK4	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	LRRK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PRKCD	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PAK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PRKACA	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MAPK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CSNK1G2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	TAOK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	FLT1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PKN2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	TSSK1B	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MELK	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	HIPK4	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	AURKA	PF-00562271	inhibitor	DTC	""
PF-562271	PF-00562271	Definite	HCK	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MARK3	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PDGFRB	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	STK17A	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	TYK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	ITK	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	TBK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MAPK9	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MAP3K20	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	LYN	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	GRK5	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	FYN	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PTK2B	PF-00562271	inhibitor	DTC	""
PF-562271	PF-00562271	Definite	CAMK2D	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	AURKB	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	SIK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	LTK	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	EPHA2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	JAK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MAPK10	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	STK3	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CDK9	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	ROCK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MAP3K10	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CSNK2A1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PLK4	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	INSR	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	GSK3A	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	IGF1R	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	YES1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PRKD2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	IRAK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	BRSK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	NTRK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	LCK	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MAP4K2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CDK7	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CHEK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	TNK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	RET	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MATK	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	SLK	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	SRC	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MARK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PRKCG	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MAP4K5	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MST1R	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	FLT3	PF-00562271	inhibitor	DTC	""
PF-562271	PF-00562271	Definite	CAMKK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	FGFR1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MAPK12	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PDPK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	IRAK4	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MAP2K2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PRKCQ	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CDK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PTK2	PF-00562271	inhibitor	TALC|DTC|ChemblInteractions|TTD	""
PF-562271	PF-00562271	Definite	FLT4	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	CAMK2G	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	MET	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PAK4	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	SRPK1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	RPS6KB1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	NTRK2	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PRKAA1	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	PRKX	PF-00562271	""	DTC	""
PF-562271	PF-00562271	Definite	GSK3B	PF-00562271	""	DTC	""
AXITINIB	AXITINIB	Definite	FLT1	AXITINIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions|CancerCommons|MyCancerGenomeClinicalTrial|PharmGKB	20124951|18541897
AXITINIB	AXITINIB	Definite	ABL1	AXITINIB	""	CIViC|PharmGKB	25686603
AXITINIB	AXITINIB	Definite	KIT	AXITINIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|CancerCommons	""
AXITINIB	AXITINIB	Definite	KDR	AXITINIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions|CancerCommons|MyCancerGenomeClinicalTrial|PharmGKB|TTD	20124951|18541897
AXITINIB	AXITINIB	Definite	PDGFB	AXITINIB	inhibitor	CancerCommons	""
AXITINIB	AXITINIB	Definite	FLT4	AXITINIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|ChemblInteractions|CancerCommons|MyCancerGenomeClinicalTrial	18541897
AXITINIB	AXITINIB	Definite	PDGFRB	AXITINIB	inhibitor	TALC|MyCancerGenome|TdgClinicalTrial	""
AXITINIB	AXITINIB	Definite	UGT1A1	AXITINIB	""	PharmGKB	26512042
AXITINIB	AXITINIB	Definite	CYP3A5	AXITINIB	""	PharmGKB	24433361
AXITINIB	AXITINIB	Definite	HIF1A	AXITINIB	""	PharmGKB	25816720
AXITINIB	AXITINIB	Definite	YES1	AXITINIB	""	DTC	""
AXITINIB	AXITINIB	Definite	PDGFRA	AXITINIB	""	TdgClinicalTrial	""
OSU-03012	AR-12	Definite	PDK1	AR-12	inhibitor	TdgClinicalTrial|ChemblInteractions	""
OSU-03012	AR-12	Definite	PDPK1	AR-12	inhibitor	TTD	""
BMS-536924	CHEMBL401930	Definite	IGF1R	CHEMBL401930	inhibitor	MyCancerGenome	""
BMS-536924	CHEMBL401930	Definite	ETV6	CHEMBL401930	""	JAX-CKB	21804605
SORAFENIB	SORAFENIB	Definite	KIT	SORAFENIB	antagonist|inhibitor	TALC|MyCancerGenome|TdgClinicalTrial|JAX-CKB|TEND|DoCM|CIViC|PharmGKB|TTD|OncoKB	19139124|18936790|24317392|17229632|17102120|22665524|22357254|17545544|17178882|28362716|19671763|20372153|17699867|19461405|25363205|17272980|20970876
SORAFENIB	SORAFENIB	Definite	KDR	SORAFENIB	antagonist|inhibitor	TALC|DTC|MyCancerGenome|TdgClinicalTrial|ClearityFoundationClinicalTrial|JAX-CKB|TEND|CIViC|MyCancerGenomeClinicalTrial|PharmGKB|TTD	16824050|16418310|26344591|25182707|16503817|16757355|20124951|25743214|28362716|16446323|25816720|19723655|24510746|20630084
SORAFENIB	SORAFENIB	Definite	MAPK14	SORAFENIB	""	DTC|PharmGKB	20124951
SORAFENIB	SORAFENIB	Definite	ARAF	SORAFENIB	inhibitor	MyCancerGenome|DoCM|CIViC|PharmGKB|OncoKB	26619011|24569458|72763
SORAFENIB	SORAFENIB	Definite	PDGFRB	SORAFENIB	antagonist|inhibitor	TALC|DTC|MyCancerGenome|TdgClinicalTrial|ClearityFoundationClinicalTrial|TEND|MyCancerGenomeClinicalTrial|PharmGKB|TTD	16425993|17545544|28362716|17619763
SORAFENIB	SORAFENIB	Definite	MAPK11	SORAFENIB	""	PharmGKB	20124951
SORAFENIB	SORAFENIB	Definite	RAF1	SORAFENIB	inhibitor	MyCancerGenome|TdgClinicalTrial|TEND|MyCancerGenomeClinicalTrial|PharmGKB	16890795|17266941|17296815|20812347|16757355|18794803|20124951|28362716|17272980|18852116
SORAFENIB	SORAFENIB	Definite	MKNK2	SORAFENIB	""	DTC	""
